Year,id,Spec,FirstFound,LastPresent,LastChecked,Fate,Freq,Expos,AgeFound,AgeDay1,Stage,Nestling,InitBHCO,BHCONum,BHCOPres,InitClutch,Clutch,Open,KBG,SmoothB,Litter,Bare,Forb,Grasslike,Woody,LitterD,Veg.Height,VOR,Paddock,Replicate,cTreat,pTreat,cDoD,pDoD,grazed,grazep,start,end
2021,RWBL04652395176860,RWBL,32,37,40,1,1,8,7,-24,Nestling,1,1,1,1,2,1,NA,0,0,15,0,0,85,0,11,650,5,2,NE,49,68,52.3,60.6,10,1,172,194
2021,RWBL04652525176246,RWBL,22,24,27,1,1,5,7,-14,Incubating,0,1,1,1,5,5,NA,38.775510204081634,15.306122448979592,15.306122448979592,0,15.306122448979592,0,15.306122448979592,63,614,4.75,6,SE,49,68,52.3,60.6,0,0,172,194
2021,RWBL04654125176793,RWBL,33,42,45,1,2,12,6,-26,Nestling,1,1,1,1,3,3,NA,0,0,0,0,2.9702970297029703,97.02970297029702,0,46,842,7.25,3,NE,39,49,51.7,60.2,0,0,194,215
2021,RWBL04654465176714,RWBL,33,57,57,0,1,24,-4,-36,Nestling,1,0,0,0,0,4,NA,0,85,15,0,0,0,0,32,590,4.75,3,NE,39,49,51.7,60.2,5,1,194,215
2021,RWBL04654565176706,RWBL,20,42,45,1,1,25,-4,-23,Nestling,1,0,0,0,0,4,NA,0,80.76923076923077,19.230769230769234,0,0,0,0,15,575,4.25,3,NE,39,49,51.7,60.2,0,0,194,215
2021,RWBL04654585176880,RWBL,33,42,45,1,2,12,8,-24,Nestling,1,6,6,1,3,4,NA,0,0,2.9702970297029703,0,0,97.02970297029702,0,70,1060,7.5,3,NE,39,49,51.7,60.2,0,0,194,215
2021,RWBL04654635176965,RWBL,24,24,27,1,1,3,6,-17,Incubating,0,1,6,1,1,1,NA,0,0,15,0,0,85,0,65,715,5.75,3,NE,39,49,51.7,60.2,0,0,194,215
2021,RWBL04654775176989,RWBL,41,45,45,0,1,4,20,-20,Nestling,1,0,0,0,3,3,NA,0,0,15,0,0,85,0,61,810,8.25,3,NE,39,49,51.7,60.2,0,0,194,215
2021,RWBL04655515176909,RWBL,30,30,33,1,1,3,1,-28,Incubating,0,2,1,1,2,2,NA,0,0,14.563106796116504,2.912621359223301,0,82.52427184466019,0,60,1510,15.75,3,NE,39,49,51.7,60.2,0,0,194,215
2021,RWBL04655855176955,RWBL,33,54,54,0,2,21,3,-29,Nestling,1,4,4,1,2,2,NA,0,0,15,0,0,85,0,39,555,3.75,3,NE,39,49,51.7,60.2,2,1,194,215
2021,RWBL04656265176737,RWBL,33,33,36,1,1,3,10,-22,Incubating,0,1,2,1,2,2,NA,56.75675675675676,13.513513513513514,13.513513513513514,0,2.7027027027027026,0,13.513513513513514,33,528,4.75,3,NE,39,49,51.7,60.2,0,0,194,215
2021,RWBL04656965177032,RWBL,20,36,36,0,1,16,7,-12,Nestling,1,0,0,0,2,2,NA,0,0,0,13.043478260869565,13.043478260869565,73.91304347826086,0,75,700,5.25,3,NE,39,49,51.7,60.2,0,0,194,215
2021,RWBL04657055177146,RWBL,33,48,48,0,1,15,9,-23,Nestling,1,1,1,1,2,2,NA,3,38,38,0,3,15,3,48,860,7,3,NE,39,49,51.7,60.2,0,0,194,215
2022,RWBL04641825177044,RWBL,17,35,35,0,1,18,8,-8,Nestling,1,1,1,1,3,3,NA,0,0,0,14.563106796116504,2.912621359223301,82.52427184466019,0,NA,1180,8,14,NW,49,68,45.3,76.3,0,0,179,202
2022,RWBL04641845177121,RWBL,45,45,47,1,1,2,-3,-47,Incubating,0,0,0,0,1,2,NA,0,0,16.483516483516482,0,41.75824175824176,41.75824175824176,0,40,960,8.5,14,NW,49,68,45.3,76.3,2,1,179,202
2022,RWBL04641905176392,RWBL,41,66,66,0,3,25,-1,-41,Nestling,1,0,1,1,2,3,NA,0,0,0,0,19.230769230769234,80.76923076923077,0,0,1650,16.25,12,SW,0,39,0,51.7,0,0,NA,NA
2022,RWBL04642015176406,RWBL,41,66,66,0,3,25,-3,-43,Nestling,1,0,0,0,0,3,NA,0,0,0,0,19.230769230769234,80.76923076923077,0,0,1640,16.75,12,SW,0,39,0,51.7,0,0,NA,NA
2022,RWBL04642045176330,RWBL,41,66,66,0,3,25,-4,-44,Nestling,1,0,0,0,0,4,NA,65.625,15.625,0,0,3.125,0,15.625,10,1030,9,12,SW,0,39,0,51.7,0,0,NA,NA
2022,RWBL04642275177174,RWBL,45,58,61,1,1,16,5,-39,Nestling,1,0,0,0,4,4,NA,18.072289156626507,45.78313253012048,0,0,18.072289156626507,0,18.072289156626507,50,1120,9.25,14,NW,49,68,45.3,76.3,22,1,179,202
2022,RWBL04642805176269,RWBL,41,49,52,1,1,11,5,-35,Nestling,1,1,1,1,4,4,NA,60.57692307692307,0,0,0,2.8846153846153846,0,36.53846153846153,10,939,9,12,SW,0,39,0,51.7,0,0,NA,NA
2022,RWBL04644325175638,RWBL,12,35,35,0,1,23,-2,-13,Nestling,1,0,0,0,4,4,NA,0,0,3.571428571428571,17.857142857142858,3.571428571428571,75,0,0,1520,18.5,10,SW,49,68,45.3,76.3,0,0,179,202
2022,RWBL04645235177203,RWBL,46,58,58,0,1,12,13,-32,Nestling,1,1,1,1,4,4,NA,3.4482758620689653,72.41379310344827,0,0,3.4482758620689653,3.4482758620689653,17.24137931034483,70,1240,10,15,NW,39,49,35.2,52.3,0,0,202,213
2022,RWBL04645585175828,RWBL,25,35,38,1,1,13,-4,-28,Incubating,0,0,0,0,0,4,NA,0,0,0,2.9702970297029703,0,97.02970297029702,0,NA,440,7.75,10,SW,49,68,45.3,76.3,1,1,179,202
2022,RWBL04645875175799,RWBL,37,55,55,0,1,18,5,-31,Nestling,1,0,0,0,4,4,NA,0,0,0,2.8846153846153846,2.8846153846153846,94.23076923076923,0,NA,1060,12.75,10,SW,49,68,45.3,76.3,18,1,179,202
2022,RWBL04645895176853,RWBL,45,52,55,1,2,10,8,-36,Nestling,1,1,1,1,3,3,NA,2.727272727272727,57.27272727272727,0,0,34.54545454545455,2.727272727272727,2.727272727272727,50,1310,8.5,15,NW,39,49,35.2,52.3,0,0,202,213
2022,RWBL04646125176592,RWBL,32,32,35,1,2,3,-1,-32,Incubating,0,1,1,1,2,2,NA,13.043478260869565,0,0,0,13.043478260869565,73.91304347826086,0,10,970,13.25,14,NW,49,68,45.3,76.3,0,0,179,202
2022,RWBL04646435176803,RWBL,45,61,61,0,1,16,9,-35,Nestling,1,1,1,1,4,4,NA,2.8846153846153846,36.53846153846153,0,0,60.57692307692307,0,0,60,1250,9,15,NW,39,49,35.2,52.3,1,1,202,213
2022,RWBL04646715176672,RWBL,35,41,44,1,2,9,-4,-38,Incubating,0,0,0,0,0,4,NA,2.5210084033613445,52.94117647058824,0,0,12.605042016806722,0,31.932773109243694,50,950,7.25,14,NW,49,68,45.3,76.3,6,1,179,202
2022,RWBL04646815176642,RWBL,16,19,22,1,1,6,-4,-19,Incubating,0,0,0,0,0,2,NA,0,0,0,3.4090909090909087,0,96.5909090909091,0,0,1550,15.25,14,NW,49,68,45.3,76.3,0,0,179,202
2022,RWBL04646915176677,RWBL,39,44,47,1,1,8,-2,-40,Incubating,0,0,0,0,1,3,NA,13.513513513513514,13.513513513513514,2.7027027027027026,0,13.513513513513514,0,56.75675675675676,40,1450,8.5,14,NW,49,68,45.3,76.3,7,1,179,202
2022,RWBL04646965176416,RWBL,48,66,66,0,1,18,4,-43,Nestling,1,2,2,1,3,2,NA,48.837209302325576,0,0,0,2.3255813953488373,0,48.837209302325576,30,900,9.5,12,SW,0,39,0,51.7,0,0,NA,NA
2022,RWBL04646975176663,RWBL,45,47,49,1,1,4,-3,-47,Incubating,0,0,0,0,1,1,NA,20,20,20,0,20,0,20,35,1000,6.75,14,NW,49,68,45.3,76.3,2,1,179,202
2022,RWBL04647045177185,RWBL,47,66,69,1,1,22,-1,-47,Nestling,1,0,0,0,1,2,NA,0,64.90066225165563,0,0,25.165562913907287,0,9.933774834437086,17,1101,19.25,16,NW,0,39,0,51.7,0,0,NA,NA
2022,RWBL04647085177160,RWBL,47,52,55,1,1,8,-2,-48,Incubating,0,0,0,0,1,3,NA,8.928571428571429,50.595238095238095,8.928571428571429,0,22.61904761904762,0,8.928571428571429,7,1276,15.25,16,NW,0,39,0,51.7,0,0,NA,NA
2022,RWBL04647565176643,RWBL,37,61,61,0,1,24,3,-33,Nestling,1,0,0,0,3,4,NA,15.625,15.625,0,0,3.125,0,65.625,40,1130,7.5,15,NW,39,49,35.2,52.3,1,1,202,213
2022,RWBL04648035177008,RWBL,48,48,52,1,1,4,-3,-50,Incubating,0,0,0,0,1,1,NA,30.88235294117647,30.88235294117647,0,0,7.352941176470589,0,30.88235294117647,31,889,9.5,16,NW,0,39,0,51.7,0,0,NA,NA
2022,RWBL04648445176619,RWBL,45,52,55,1,2,10,15,-29,Nestling,1,0,0,0,4,4,NA,75,3.571428571428571,0,0,3.571428571428571,0,17.857142857142858,90,900,13,15,NW,39,49,35.2,52.3,0,0,202,213
2022,RWBL04648565176203,RWBL,37,58,58,0,1,21,4,-32,Nestling,1,0,0,0,4,4,NA,0,0,0,15,0,85,0,NA,690,14,10,SW,49,68,45.3,76.3,21,1,179,202
2022,RWBL04648825176606,RWBL,41,52,55,1,1,14,-2,-42,Incubating,0,0,0,0,2,4,NA,3.1914893617021276,90.42553191489363,0,0,3.1914893617021276,0,3.1914893617021276,70,1380,9.75,15,NW,39,49,35.2,52.3,0,0,202,213
2022,RWBL04648855176332,RWBL,12,38,38,0,1,26,-3,-14,Nestling,1,0,1,1,1,4,NA,0,0,0,3.4090909090909087,0,96.5909090909091,0,0,1410,19,10,SW,49,68,45.3,76.3,1,1,179,202
2022,RWBL04648885177142,RWBL,47,47,51,1,1,4,-4,-50,Incubating,0,0,0,0,1,1,NA,0,0,0,11.71875,11.71875,76.5625,0,NA,890,10.5,16,NW,0,39,0,51.7,0,0,NA,NA
2022,RWBL04649105176861,RWBL,47,55,55,0,2,8,16,-30,Nestling,1,2,2,1,5,4,NA,3.571428571428571,3.571428571428571,0,0,75,0,17.857142857142858,10,990,8.75,16,NW,0,39,0,51.7,0,0,NA,NA
2022,RWBL04649445176601,RWBL,41,44,47,1,1,6,4,-36,Incubating,0,0,1,1,3,3,NA,14.150943396226415,0,2.8301886792452833,0,2.8301886792452833,0,80.18867924528303,30,910,10.5,16,NW,0,39,0,51.7,0,0,NA,NA
2022,RWBL04649635177217,RWBL,47,59,59,0,1,12,12,-34,Nestling,1,2,3,1,1,1,NA,3.4482758620689653,72.41379310344827,3.4482758620689653,0,3.4482758620689653,0,17.24137931034483,0,1120,9,16,NW,0,39,0,51.7,0,0,NA,NA
2022,RWBL04649705176367,RWBL,33,54,54,0,2,21,2,-30,Nestling,1,2,2,1,4,4,NA,0,37.62376237623762,0,0,62.37623762376238,0,0,70,1000,7.75,8,SE,39,49,35.2,52.3,0,0,202,213
2022,RWBL04649875176945,RWBL,47,62,62,0,2,15,9,-37,Nestling,1,2,2,1,1,1,NA,2.459016393442623,12.295081967213115,2.459016393442623,0,31.147540983606557,0,51.63934426229508,20,990,7.75,1,NE,0,39,0,51.7,0,0,NA,NA
2022,RWBL04650735176208,RWBL,33,37,40,1,1,7,6,-26,Incubating,0,2,2,1,3,3,NA,44.18604651162791,17.441860465116278,3.488372093023256,0,17.441860465116278,0,17.441860465116278,30,870,7.5,7,SE,49,68,45.3,76.3,3,1,179,202
2022,RWBL04652015175780,RWBL,34,37,40,1,1,6,1,-32,Incubating,0,0,0,0,3,3,NA,0,0,0,0,2.9702970297029703,97.02970297029702,0,0,1650,19.25,8,SE,39,49,35.2,52.3,0,0,202,213
2022,RWBL04653135176384,RWBL,30,59,59,0,1,29,-4,-33,Nestling,1,0,2,1,0,3,NA,2.803738317757009,2.803738317757009,0,0,35.51401869158878,0,58.87850467289719,30,920,9,5,SE,0,39,0,51.7,0,0,NA,NA
2022,RWBL04653535176580,RWBL,4,25,28,1,1,24,-3,-6,Nestling,1,0,0,0,1,3,NA,0,0,0,NA,0,100,0,NA,1350,11.25,3,NE,49,68,45.3,76.3,0,0,179,202
2022,RWBL04653765176590,RWBL,25,31,34,1,1,9,10,-14,Nestling,1,3,3,1,2,1,NA,0,0,0,3.4090909090909087,0,96.5909090909091,0,NA,1210,10,3,NE,49,68,45.3,76.3,0,0,179,202
2022,RWBL04653855176969,RWBL,3,14,17,1,1,14,-4,-6,Incubating,0,1,2,1,0,2,NA,0,0,0,62.37623762376238,0,37.62376237623762,0,NA,500,3.5,2,NE,68,0,65.3,0,11,1,144,179
2022,RWBL04654365177017,RWBL,23,37,40,1,1,17,-4,-26,Incubating,0,0,3,1,0,2,NA,0,0,0,15,0,85,0,0,820,6,2,NE,68,0,65.3,0,12,1,144,179
2022,RWBL04654425177001,RWBL,20,28,31,1,1,11,3,-16,Incubating,0,2,2,1,4,4,NA,0,0,0,NA,0,100,0,NA,840,4.25,2,NE,68,0,65.3,0,15,1,144,179
2022,RWBL04654495176829,RWBL,42,56,59,1,1,17,-1,-42,Nestling,1,1,1,1,1,2,NA,4.225352112676056,21.12676056338028,21.12676056338028,0,0,0,53.52112676056338,25,170,5.25,3,NE,49,68,45.3,76.3,17,1,179,202
2022,RWBL04654735176195,RWBL,54,62,65,1,1,11,4,-49,Nestling,1,4,4,1,3,3,NA,18.072289156626507,18.072289156626507,0,0,18.072289156626507,0,45.78313253012048,110,1210,9.25,5,NE,0,39,0,51.7,0,0,NA,NA
2022,RWBL04654895176696,RWBL,25,28,31,1,1,6,-2,-26,Incubating,0,5,6,1,1,2,NA,77.98165137614679,2.7522935779816518,2.7522935779816518,0,2.7522935779816518,0,13.761467889908257,40,860,7.75,3,NE,49,68,45.3,76.3,0,0,179,202
2022,RWBL04655025176681,RWBL,46,54,56,1,1,10,0,-45,Incubating,0,0,0,0,2,2,NA,23.809523809523807,23.809523809523807,23.809523809523807,0,23.809523809523807,0,4.761904761904762,40,740,6.75,3,NE,49,68,45.3,76.3,11,1,179,202
2022,RWBL04655575176682,RWBL,47,55,55,0,2,8,15,-31,Nestling,1,1,1,1,4,3,NA,14.150943396226415,14.150943396226415,0,0,35.84905660377358,0,35.84905660377358,20,880,8,14,NW,49,68,45.3,76.3,18,1,179,202
2022,RWBL04655675176934,RWBL,25,34,37,1,2,12,-4,-28,Incubating,0,0,1,1,0,3,NA,0,0,0,37.62376237623762,0,62.37623762376238,0,NA,1350,16.5,3,NE,49,68,45.3,76.3,0,0,179,202
2022,RWBL04656075176969,RWBL,3,23,25,1,1,22,-7,-9,Nestling,1,1,2,1,0,2,NA,0,0,0,15,0,85,0,NA,1170,15,3,NE,49,68,45.3,76.3,0,0,179,202
2022,RWBL04656805176386,RWBL,53,76,76,0,1,23,-1,-53,Nestling,1,0,0,0,3,4,NA,13.88888888888889,13.88888888888889,0,0,13.88888888888889,0,58.333333333333336,40,990,12.25,5,SE,0,39,0,51.7,0,0,NA,NA
2022,RWBL04657105176509,RWBL,53,62,65,1,1,12,-3,-55,Incubating,0,0,0,0,1,3,NA,2.803738317757009,2.803738317757009,58.87850467289719,0,35.51401869158878,0,0,120,1210,11.5,4,NE,39,49,35.2,52.3,5,1,202,213
2022,RWBL04657465177041,RWBL,27,43,43,0,1,16,8,-18,Nestling,1,0,0,0,3,3,NA,0,0,0,2.9702970297029703,0,97.02970297029702,0,NA,1340,13.25,3,NE,49,68,45.3,76.3,6,1,179,202
2023,RWBL04641785176633,RWBL,37,40,43,1,1,6,10,-26,Nestling,1,3,3,1,3,3,NA,10.948905109489052,45.98540145985402,2.18978102189781,0,2.18978102189781,10.948905109489052,27.73722627737226,9,974,7,13,NW,0,39,0,35.2,0,0,NA,NA
2023,RWBL04642005177099,RWBL,19,19,23,1,1,4,2,-16,Incubating,0,1,1,1,3,3,NA,2.2388059701492535,11.194029850746269,11.194029850746269,0,28.35820895522388,0,47.01492537313433,31,846,8.5,14,NW,68,0,NA,0,7,1,143,178
2023,RWBL04642375176559,RWBL,35,43,46,1,1,11,8,-26,Nestling,1,3,3,1,3,3,NA,14.50381679389313,24.045801526717558,32.44274809160305,0,14.50381679389313,0,14.50381679389313,11,830,8,13,NW,0,39,0,35.2,0,0,NA,NA
2023,RWBL04642575176415,RWBL,17,20,23,1,1,6,10,-6,Nestling,1,2,0,0,4,4,NA,0,0,32.758620689655174,12.931034482758621,0,54.310344827586206,0,45,1740,19,12,SW,39,49,NA,45.3,0,0,201,212
2023,RWBL04645355176579,RWBL,37,62,62,0,1,25,-3,-39,Nestling,1,0,1,1,1,3,NA,35.84905660377358,14.150943396226415,0,0,35.84905660377358,0,14.150943396226415,5,744,7.5,13,NW,0,39,0,35.2,0,0,NA,NA
2023,RWBL04646035175828,RWBL,11,32,32,0,1,21,2,-8,Nestling,1,2,2,1,1,2,NA,0,0,11.538461538461538,11.538461538461538,11.538461538461538,65.38461538461539,0,9,960,4.25,10,SW,68,0,NA,0,24,1,143,178
2023,RWBL04646355176063,RWBL,31,49,49,0,1,18,4,-26,Nestling,1,0,0,0,3,3,NA,0,0,10.869565217391305,27.536231884057973,0,61.59420289855072,0,0,750,8,10,SW,68,0,NA,0,11,1,143,178
2023,RWBL04646505176112,RWBL,11,14,17,1,1,6,-4,-14,Laying,0,0,0,0,0,1,NA,0,0,43.75,10.416666666666668,2.083333333333333,43.75,0,5,850,4.5,10,SW,68,0,NA,0,3,1,143,178
2023,RWBL04646635175896,RWBL,11,35,35,0,1,24,-1,-11,Incubating,0,0,2,1,2,3,NA,2.2556390977443606,11.278195488721805,11.278195488721805,11.278195488721805,0,63.90977443609023,0,0,410,4.5,10,SW,68,0,NA,0,24,1,143,178
2023,RWBL04647365176906,RWBL,29,32,35,1,1,6,-4,-32,Incubating,0,0,0,0,0,1,NA,0,0,10.638297872340425,44.680851063829785,0,44.680851063829785,0,0,1910,19,15,NW,49,68,NA,65.3,0,0,178,201
2023,RWBL04647395176914,RWBL,20,23,26,1,1,6,-1,-20,Incubating,0,0,0,0,3,4,NA,0,0,0,NA,0,100,0,0,1753,18.75,15,NW,49,68,NA,65.3,0,0,178,201
2023,RWBL04647625176615,RWBL,19,29,29,0,1,10,13,-5,Nestling,1,0,0,0,4,4,NA,0,0,38.41463414634146,23.170731707317074,0,38.41463414634146,0,0,1220,19,14,NW,68,0,NA,0,24,1,143,178
2023,RWBL04648305176395,RWBL,16,20,23,1,2,7,3,-12,Incubating,0,7,8,1,1,1,NA,26.359832635983267,15.899581589958158,35.56485355648535,0,6.2761506276150625,0,15.899581589958158,55,878,6,12,SW,39,49,NA,45.3,0,0,201,212
2023,RWBL04648425176417,RWBL,32,32,35,1,2,3,15,-16,Nestling,1,6,6,1,1,1,NA,20.723684210526315,20.723684210526315,27.960526315789476,4.934210526315789,4.934210526315789,0,20.723684210526315,12,680,6.25,12,SW,39,49,NA,45.3,0,0,201,212
2023,RWBL04648695177166,RWBL,40,40,43,1,1,3,3,-36,Incubating,0,0,0,0,2,2,NA,0,0,2.8301886792452833,14.150943396226415,2.8301886792452833,80.18867924528303,0,0,1566,11.5,16,NW,39,49,NA,45.3,0,0,201,212
2023,RWBL04648795176135,RWBL,31,57,57,0,1,26,0,-30,Nestling,1,0,0,0,4,4,NA,0,0,9.202453987730062,38.65030674846626,0,52.14723926380368,0,0,1200,11.5,9,SW,0,39,0,35.2,0,0,NA,NA
2023,RWBL04648815176125,RWBL,48,57,57,0,1,9,16,-31,Nestling,1,0,0,0,4,4,NA,0,0,10.869565217391305,27.536231884057973,0,61.59420289855072,0,0,1270,13,9,SW,0,39,0,35.2,0,0,NA,NA
2023,RWBL04648865176109,RWBL,10,22,25,1,1,15,2,-7,Nestling,1,1,2,1,3,4,NA,0,0,0,32.758620689655174,12.931034482758621,54.310344827586206,0,0,1355,9.25,9,SW,0,39,0,35.2,0,0,NA,NA
2023,RWBL04648915176137,RWBL,48,60,60,0,1,12,9,-38,Nestling,1,0,0,0,5,5,NA,0,0,10.638297872340425,44.680851063829785,0,44.680851063829785,0,0,1210,10,9,SW,0,39,0,35.2,0,0,NA,NA
2023,RWBL04648935176340,RWBL,49,74,74,0,1,25,-2,-50,Nestling,1,0,0,0,1,3,NA,0,27.33812949640288,0,2.158273381294964,0,70.50359712230215,0,0,967,10.25,10,SW,68,0,NA,0,0,0,143,178
2023,RWBL04649745176344,RWBL,9,14,17,1,1,8,-4,-12,Laying,0,2,2,1,0,1,NA,0,0,38.65030674846626,9.202453987730062,0,52.14723926380368,0,17,1520,11.5,8,SE,49,68,NA,65.3,0,0,178,201
2023,RWBL04650675176304,RWBL,47,62,62,0,2,15,6,-40,Nestling,1,0,0,0,4,4,NA,0,0,0,30.89430894308943,0,69.10569105691057,0,0,400,7,6,SE,0,39,0,35.2,0,0,NA,NA
2023,RWBL04651365176785,RWBL,23,25,28,1,1,5,2,-20,Incubating,0,0,2,1,1,2,NA,9.554140127388536,0,1.910828025477707,0,24.203821656050955,40.12738853503185,24.203821656050955,1,794,6.5,2,NE,0,39,0,35.2,0,0,NA,NA
2023,RWBL04651535177027,RWBL,23,33,33,0,1,10,9,-13,Nestling,1,4,4,1,3,3,NA,17.51152073732719,29.03225806451613,17.51152073732719,0,6.912442396313365,0,29.03225806451613,36,850,8.25,1,NE,39,49,NA,45.3,0,0,201,212
2023,RWBL04651795175774,RWBL,9,22,25,1,1,16,1,-7,Nestling,1,2,3,1,2,2,NA,0,0,45.94594594594595,8.108108108108109,0,45.94594594594595,0,33,1095,8,8,SE,49,68,NA,65.3,0,0,178,201
2023,RWBL04651945176803,RWBL,28,45,45,0,1,17,6,-21,Nestling,1,3,3,1,2,1,NA,6.493506493506493,27.27272727272727,36.79653679653679,0,6.493506493506493,6.493506493506493,16.450216450216452,7,1270,10.25,2,NE,0,39,0,35.2,0,0,NA,NA
2023,RWBL04652095176859,RWBL,1,22,25,1,1,24,-1,-1,Incubating,0,1,3,1,2,3,NA,0,0,2.912621359223301,14.563106796116504,0,82.52427184466019,0,16,1073,7,2,NE,0,39,0,35.2,0,0,NA,NA
2023,RWBL04652305176437,RWBL,25,25,28,1,1,3,4,-20,Incubating,0,0,0,0,3,1,NA,0,0,16.129032258064516,16.129032258064516,0,67.74193548387096,0,0,1031,7.25,4,NE,49,68,NA,65.3,0,0,178,201
2023,RWBL04652355176854,RWBL,1,15,19,1,1,18,-5,-5,Incubating,0,0,0,0,0,5,NA,0,0,27.33812949640288,27.33812949640288,0,45.32374100719424,0,0,1544,11.75,2,NE,0,39,0,35.2,0,0,NA,NA
2023,RWBL04653105176240,RWBL,26,26,28,1,1,2,0,-25,Incubating,0,1,4,1,2,2,NA,0,0,10.869565217391305,27.536231884057973,0,61.59420289855072,0,0,1178,8,5,SE,39,49,NA,45.3,0,0,201,212
2023,RWBL04653145176521,RWBL,3,33,36,1,1,33,-8,-10,Nestling,1,0,4,1,0,4,NA,0,0,44.680851063829785,10.638297872340425,0,44.680851063829785,0,30,1120,6.5,4,NE,49,68,NA,65.3,0,0,178,201
2023,RWBL04654605176940,RWBL,24,24,28,1,2,4,4,-19,Incubating,0,0,0,0,5,5,NA,0,0,1.8072289156626504,37.95180722891566,9.036144578313253,51.204819277108435,0,0,1145,8.75,3,NE,68,0,NA,0,9,1,143,178
2023,RWBL04654705176863,RWBL,7,7,10,1,2,3,-3,-9,Laying,0,0,0,0,1,1,NA,0,0,12.605042016806722,31.932773109243694,2.5210084033613445,52.94117647058824,0,0,1025,6,3,NE,68,0,NA,0,1,1,143,178
2023,RWBL04654735176700,RWBL,3,3,5,1,1,2,-3,-5,Laying,0,0,0,0,1,1,NA,12.195121951219512,12.195121951219512,51.21951219512195,0,12.195121951219512,12.195121951219512,0,13,572,2.25,3,NE,68,0,NA,0,2,1,143,178
2023,RWBL04654795176860,RWBL,7,7,10,1,2,3,-1,-7,Incubating,0,1,1,1,2,2,NA,0,0,33.33333333333333,33.33333333333333,0,33.33333333333333,0,0,339,3,3,NE,68,0,NA,0,3,1,143,178
2023,RWBL04655525176911,RWBL,7,33,33,0,1,26,-4,-10,Nestling,1,0,1,1,0,4,NA,0,0,23.170731707317074,38.41463414634146,0,38.41463414634146,0,0,1520,14.75,3,NE,68,0,NA,0,23,1,143,178
2023,RWBL04655625176959,RWBL,24,24,28,1,2,4,6,-17,Incubating,0,1,1,1,3,3,NA,0,0,9.202453987730062,38.65030674846626,0,52.14723926380368,0,0,1376,7.5,3,NE,68,0,NA,0,11,1,143,178
2023,RWBL04655665176937,RWBL,24,42,42,0,1,18,8,-15,Nestling,1,0,0,0,4,4,NA,0,0,10.869565217391305,27.536231884057973,0,61.59420289855072,0,0,1720,14.5,3,NE,68,0,NA,0,22,1,143,178
2023,RWBL04656015176970,RWBL,27,24,28,1,1,4,11,-15,Incubating,0,0,0,0,4,4,NA,0,0,23.60248447204969,52.79503105590062,0,23.60248447204969,0,0,80,8.25,3,NE,68,0,NA,0,13,1,143,178
2023,RWBL04656145176974,RWBL,24,39,42,1,1,18,6,-17,Nestling,1,0,0,0,4,4,NA,0,0,10.869565217391305,27.536231884057973,0,61.59420289855072,0,0,1250,6.75,3,NE,68,0,NA,0,20,1,143,178
2023,RWBL04656505176978,RWBL,2,12,15,1,1,13,-9,-10,Incubating,0,0,2,1,0,4,NA,0,0,31.932773109243694,2.5210084033613445,12.605042016806722,52.94117647058824,0,0,749,3.75,3,NE,68,0,NA,0,5,1,143,178
2023,RWBL04656755175942,RWBL,8,14,14,0,1,6,-2,-9,Incubating,0,0,0,0,0,2,NA,0,0,32.758620689655174,12.931034482758621,0,54.310344827586206,0,5,1364,6.5,6,SE,0,39,0,35.2,0,0,NA,NA
2023,RWBL04656935177006,RWBL,24,33,36,1,1,12,0,-23,Incubating,0,1,1,1,1,1,NA,0,24.675324675324674,9.740259740259742,40.909090909090914,0,24.675324675324674,0,0,1106,7,3,NE,68,0,NA,0,13,1,143,178
2023,RWBL04657385177037,RWBL,2,15,19,1,1,17,-4,-5,Incubating,0,0,0,0,0,3,NA,0,0,18.51851851851852,NA,3.7037037037037033,77.77777777777779,0,0,778,7,3,NE,68,0,NA,0,14,1,143,178
2024,RWBL04641875177033,RWBL,57,77,77,0,1,18,4,-52,Nestling,1,0,0,0,3,3,NA,0,0,0,NA,0,100,0,NA,1820,11.25,14,NW,0,39,0,NA,0,0,NA,NA
2024,RWBL04642085177157,RWBL,39,63,63,0,1,24,1,-37,Nestling,1,0,0,0,4,4,NA,25,15.079365079365079,38.88888888888889,0,15.079365079365079,0,5.952380952380952,50,1455,8.5,14,NW,0,39,0,NA,0,0,NA,NA
2024,RWBL04642155177149,RWBL,21,18,21,1,1,3,-3,-23,Incubating,0,0,0,0,1,1,NA,7.042253521126761,0,46.009389671361504,0,7.042253521126761,39.906103286384976,0,20,1185,7.75,14,NW,0,39,0,NA,0,0,NA,NA
2024,RWBL04642385176532,RWBL,15,15,17,1,1,2,2,-12,Incubating,0,3,3,1,1,1,NA,0,0,0,53.551912568306015,0,46.44808743169399,0,NA,1655,11,13,NW,39,49,NA,NA,NA,NA,NA,NA
2024,RWBL04642395177122,RWBL,19,19,21,1,1,2,7,-11,Incubating,0,2,2,1,4,4,NA,21,32.666666666666664,32.666666666666664,0,12.666666666666668,0,1,30,1235,9.75,14,NW,0,39,0,NA,0,0,NA,NA
2024,RWBL04642415176532,RWBL,56,67,70,1,1,14,8,-47,Nestling,1,0,0,0,4,4,NA,0,65.38461538461539,11.538461538461538,11.538461538461538,0,11.538461538461538,0,10,1430,8.25,13,NW,39,49,NA,NA,NA,NA,NA,NA
